quarter,row_id,label,unweighted,weighted,bank,source_file,unit,unweighted_inr_crore,weighted_inr_crore
2025-06-30,6,Other contractual funding,10619.62,10619.62,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,10619.62,10619.62
2026-03-31,7,Other contingent funding,247808.26,12020.93,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,247808.26,12020.93
2025-12-31,7,Other contingent funding,247624.87,11832.38,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,247624.87,11832.38
2025-09-30,7,Other contingent funding,238039.01,10912.72,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,238039.01,10912.72
2025-06-30,7,Other contingent funding,237087.74,10261.95,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,237087.74,10261.95
2026-03-31,8,Total Cash Outflows,,143424.99,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,143424.99
2025-12-31,8,Total Cash Outflows,,143235.37,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,143235.37
2025-09-30,8,Total Cash Outflows,,141746.85,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,141746.85
2025-06-30,8,Total Cash Outflows,,130837.9,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,130837.9
2026-03-31,9,Secured lending,11398.63,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,11398.63,0.0
2025-12-31,9,Secured lending,6744.45,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,6744.45,0.0
2025-09-30,9,Secured lending,24064.42,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,24064.42,0.0
2025-06-30,9,Secured lending,35759.39,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,35759.39,0.0
2026-03-31,10,Inflows from fully performing,55096.02,46336.02,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,55096.02,46336.02
2025-12-31,10,Inflows from fully performing,60538.98,50581.33,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,60538.98,50581.33
2025-09-30,10,Inflows from fully performing,55872.56,44903.43,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,55872.56,44903.43
2025-06-30,10,Inflows from fully performing,45010.12,34953.1,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,45010.12,34953.1
2026-03-31,11,Other cash inflows,0.0,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,0.0,0.0
2025-12-31,11,Other cash inflows,0.0,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,0.0,0.0
2025-09-30,11,Other cash inflows,0.0,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,0.0,0.0
2025-06-30,11,Other cash inflows,0.0,0.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,0.0,0.0
2026-03-31,12,Total Cash Inflows,,46336.02,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,46336.02
2025-12-31,12,Total Cash Inflows,,50581.33,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,50581.33
2025-09-30,12,Total Cash Inflows,,44903.43,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,44903.43
2025-06-30,12,Total Cash Inflows,,34953.1,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,34953.1
2026-03-31,13,TOTAL HQLA,,114559.25,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,114559.25
2025-12-31,13,TOTAL HQLA,,112954.0,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,112954.0
2025-09-30,13,TOTAL HQLA,,127910.2,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,127910.2
2025-06-30,13,TOTAL HQLA,,135463.71,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,135463.71
2026-03-31,14,Total Net Cash Outflows,,97088.97,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,97088.97
2025-12-31,14,Total Net Cash Outflows,,92654.04,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,92654.04
2025-09-30,14,Total Net Cash Outflows,,96843.43,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,96843.43
2025-06-30,14,Total Net Cash Outflows,,95884.8,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,95884.8
2026-03-31,15,Liquidity Coverage Ratio,,117.99,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,117.99
2025-12-31,15,Liquidity Coverage Ratio,,121.91,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,121.91
2025-09-30,15,Liquidity Coverage Ratio,,132.08,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,132.08
2025-06-30,15,Liquidity Coverage Ratio,,141.28,IndusInd Bank,indusind_bank_q4fy26_mar2026.pdf,crore,,141.28
